reviewText,overall,sentiment
"I have been using these strips, and to be frank, I have not noticed that ""dazzling"" effect that you are led to believe that you get. My teeth are a bit whiter, but that could be mind over matter. For the price, it's really not worth it. I'll also add that my bottom teeth in front have become super sensitive to hot and cold now and that was not the case before I started to use the strips. There is obviously a cost to tooth enamel density when you use these strips. For that reason alone, I would not recommend this product to anyone. The costs outweigh any benefits that you see.",2.0,negative
You only need a little!,4.0,positive
"I bought for my grand daughter , she wouldn't touch it.. I tasted it..awful.. The dogs turned their heads.. bad stuff. In the trash, like always.",2.0,negative
"I usually get 2 fresh 'skillet sauces' per can for a pasta dinner for 3-4. Add several pieces to a hot, oiled skillet already used to brown onions, garlic and either some ground beef/pork, or sausage. slice into smaller pieces as they begin to brown and condense. Done in about 5 minutes. Better than just heating up a bottled sauce, much faster than a sauce from scratch. Keep the unused uncooked half in a re-purposed 1-quart yoghurt container for up to a week in the fridge.",4.0,positive
Wheat Thins are great!  Everybody knows that.  Having them delivered to my door!?!  Even greater!,5.0,positive
Apple pie flavor???? I didn't care for it and not as healthy as you think.,1.0,negative
This was an okay product they are just so flimsy so be very careful how you handle them they break very easy.,2.0,negative
"I didn't realize that it had aspartame in it, which gave it a funny after-taste.  The kids loved it, but I won't be buying it again.",1.0,negative
"Breakfast, lunch & dinner",4.0,positive
These are my sons favorite chips ever. He loves to snack on these whilst he is gaming. He highly recommends these chips to all gamers and to anyone who loves a bit of spice in their chip. These are consistently good.,5.0,positive
Maybe I was expecting to much out of these. I am currently not drinking soda as much as I used to. I figured this would be a good alternative to soda. I just couldn't get used to them.,2.0,negative
The barbed section is very short.  Getting it to seal up with heavy poly pipe was a chore.  Go get a good one at a landscape supply place that has brass fittings.  Hope I don't have to dig this pipe up because these fittings are leaking.,2.0,negative
"EXCELLENT shampoo, smells great, cleans oily hair well, isn't at all drying. I really like this shampoo. It's a great daily or every other day shampoo. I have bought this multiple times. I love the smell and the bottle lasts a while. It lathers very well and I feel like I'm getting a good clean.",4.0,positive
"Although it is exactly what I wanted and arrived in perfect condition, I cannot give an 'I love it' rating to a box of plastic bags!",4.0,positive
"They did something to the Android app, and it wants me to register (which doesn't work), and they don't have any way to get past it so I have two expensive bricks.",1.0,negative
"I'm giving this salt scrub two stars only because it does do the intended job of exfoliating and moisturizing. It is not pleasant though. First, the salt crystals are too large. I have used others in which the salt was similar to large sand. These are like 1/2 carat diamonds, very difficult to use effectively, like rubbing a handful of small rocks on the skin. Worse than the grit size is the smell. I had read the ingredients before I purchased and knew there was grapefruit, but the grapefruit smell was so strong and chemical smelling it's offensive. I have to completely wash the oil away with soap when finished and still am left with an unpleasant chemical smell on my skin. I would compare it to the orange scented stuff used to remove grease from mechanics' hands, except that product doesn't burn my nose like this salt scrub. Definitely don't recommend.",2.0,negative
if you want to impress your friends with a hospital smell  get this  how can we be sure of effectiveness?,4.0,positive
These things are awful... The damaged my Camaro after they slid out from under it when I was driving up them... They were then too damaged to use anymore... A waste of money and time...,1.0,negative
Just didn't like the taste.,2.0,negative
"yummy, fresh tasting...",5.0,positive
low in flavo,2.0,negative
"I believe that this is the best tasting canned chili.  I also like their habanero version, when I'm craving more spice.  Toss in some saltines and cheese for a satisfying meal!",5.0,positive
The bag was open and chips everywhere in the box!,1.0,negative
as described,5.0,positive
Chicken of the sea has  always has been my pick for tuna. They produce a great product. Great in chicken salad or in a pasta side dish. Arrived on time.,5.0,positive
I bought two of these and put them side by side.  They were 2 degrees off each other temperature wise.  One was 2 degrees lower than a known good thermometer.  They were 5% off of each other for humidity.,2.0,negative
good,4.0,positive
"I prefer Saran wrap over other brands. It doesn't cling as well to dishes, but it tangles less when pulling it out of the box.",4.0,positive
Yuck,1.0,negative
does not include the pouch for the soap,1.0,negative
"Horrible.  Dry, crumbly, filling hard.  Had to throw them away.  Inedible.  Would give ZERO stars if possible.",1.0,negative
not a good caramel taste...they taste like little chewy sugar chunks,2.0,negative
Too many carbs.,1.0,negative
"The taste reminds me of the milk left in the cereal bowl after eating Lucky Charms, or some sugary cereal like that.  Not my cup of tea.  Drinkable, but definitely not that great-tasting, to me.  Watering it down or adding milk helps.",2.0,negative
"Good emergency or pick-me-up bars -- a little too sweet, but oh well.",4.0,positive
"Nom, nom, nom!",4.0,positive
High fructose sweetened water with a SPLASH of flavor. Really nothing V8 about it.,1.0,negative
"Just alright, Prego has more flavor",2.0,negative
This has a very strong beef flavor without having a bouillon taste. Works well as an additive or alone as beef soup.,5.0,positive
"Sent as a gift they were highly appreciated, and since I did not partake in tasting these Dole Fruit Bowls, I can only attest to what the grateful recipient stated: Tasty! 4 Stars.",4.0,positive
